"productkey","storekey","risk_profile","months_count","avg_bias_pct","median_bias_pct","overforecast_rate","underforecast_rate"
4,290,systematic_overforecast,1,-0.50000000000000000000,-0.5,1.00000000000000000000,0.00000000000000000000
4,400,systematic_underforecast,1,1.00000000000000000000,1.0,0.00000000000000000000,1.00000000000000000000
4,430,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
4,480,systematic_underforecast,1,2.0000000000000000,2.0,0.00000000000000000000,1.00000000000000000000
4,570,systematic_overforecast,1,-0.75000000000000000000,-0.75,1.00000000000000000000,0.00000000000000000000
4,585,systematic_overforecast,1,-0.60000000000000000000,-0.6,1.00000000000000000000,0.00000000000000000000
4,590,systematic_overforecast,1,-0.50000000000000000000,-0.5,1.00000000000000000000,0.00000000000000000000
4,999999,mixed_or_stable,20,1.20696428571428571429,-0.225,0.55000000000000000000,0.40000000000000000000
5,100,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
5,340,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
5,370,systematic_underforecast,2,1.16666666666666666667,1.1666666666666667,0.00000000000000000000,1.00000000000000000000
5,380,systematic_underforecast,1,1.00000000000000000000,1.0,0.00000000000000000000,1.00000000000000000000
5,420,systematic_overforecast,1,-0.83333333333333333333,-0.8333333333333334,1.00000000000000000000,0.00000000000000000000
5,450,mixed_or_stable,2,0.50000000000000000000,0.5,0.00000000000000000000,0.50000000000000000000
5,550,systematic_underforecast,1,1.00000000000000000000,1.0,0.00000000000000000000,1.00000000000000000000
5,570,systematic_overforecast,2,-0.45833333333333333334,-0.4583333333333333,1.00000000000000000000,0.00000000000000000000
5,660,mixed_or_stable,2,-0.33333333333333333334,-0.3333333333333333,0.50000000000000000000,0.00000000000000000000
5,670,systematic_overforecast,1,-0.66666666666666666667,-0.6666666666666666,1.00000000000000000000,0.00000000000000000000
5,999999,mixed_or_stable,20,0.79976190476190476191,0.0,0.45000000000000000000,0.30000000000000000000
6,100,systematic_overforecast,1,-0.57142857142857142857,-0.5714285714285714,1.00000000000000000000,0.00000000000000000000
6,370,systematic_overforecast,1,-0.75000000000000000000,-0.75,1.00000000000000000000,0.00000000000000000000
6,410,systematic_underforecast,1,1.00000000000000000000,1.0,0.00000000000000000000,1.00000000000000000000
6,490,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
6,500,mixed_or_stable,2,0.50000000000000000000,0.5,0.00000000000000000000,0.50000000000000000000
6,540,systematic_overforecast,1,-0.75000000000000000000,-0.75,1.00000000000000000000,0.00000000000000000000
6,610,systematic_underforecast,3,0.27777777777777777778,0.5,0.33333333333333333333,0.66666666666666666667
6,999999,mixed_or_stable,18,0.62129629629629629444,0.0,0.27777777777777777778,0.38888888888888888889
7,74,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
7,100,systematic_underforecast,1,2.0000000000000000,2.0,0.00000000000000000000,1.00000000000000000000
7,160,systematic_overforecast,1,-0.50000000000000000000,-0.5,1.00000000000000000000,0.00000000000000000000
7,190,systematic_overforecast,1,-0.50000000000000000000,-0.5,1.00000000000000000000,0.00000000000000000000
7,290,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
7,430,systematic_overforecast,1,-0.85714285714285714286,-0.8571428571428571,1.00000000000000000000,0.00000000000000000000
7,540,systematic_overforecast,1,-0.50000000000000000000,-0.5,1.00000000000000000000,0.00000000000000000000
7,585,systematic_overforecast,1,-0.75000000000000000000,-0.75,1.00000000000000000000,0.00000000000000000000
7,999999,mixed_or_stable,14,0.50357142857142857143,0.3333333333333333,0.50000000000000000000,0.50000000000000000000
8,60,systematic_overforecast,1,-0.50000000000000000000,-0.5,1.00000000000000000000,0.00000000000000000000
8,80,systematic_overforecast,1,-0.83333333333333333333,-0.8333333333333334,1.00000000000000000000,0.00000000000000000000
8,90,systematic_overforecast,1,-0.80000000000000000000,-0.8,1.00000000000000000000,0.00000000000000000000
8,100,mixed_or_stable,4,1.68750000000000000000,0.25,0.50000000000000000000,0.50000000000000000000
8,260,mixed_or_stable,2,0.50000000000000000000,0.5,0.50000000000000000000,0.50000000000000000000
8,300,mixed_or_stable,2,0.12500000000000000000,0.125,0.50000000000000000000,0.50000000000000000000
8,380,systematic_overforecast,1,-0.16666666666666666667,-0.16666666666666666,1.00000000000000000000,0.00000000000000000000
8,400,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
8,440,mixed_or_stable,2,-0.16666666666666666667,-0.16666666666666666,0.50000000000000000000,0.00000000000000000000
8,510,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
8,540,systematic_overforecast,1,-0.50000000000000000000,-0.5,1.00000000000000000000,0.00000000000000000000
8,610,systematic_overforecast,1,-0.50000000000000000000,-0.5,1.00000000000000000000,0.00000000000000000000
8,650,systematic_underforecast,1,1.50000000000000000000,1.5,0.00000000000000000000,1.00000000000000000000
8,999999,mixed_or_stable,11,0.72121212121212121212,0.0,0.36363636363636363636,0.45454545454545454545
9,270,systematic_overforecast,1,-0.57142857142857142857,-0.5714285714285714,1.00000000000000000000,0.00000000000000000000
9,370,systematic_underforecast,1,0.33333333333333333333,0.3333333333333333,0.00000000000000000000,1.00000000000000000000
9,450,systematic_underforecast,1,4.0000000000000000,4.0,0.00000000000000000000,1.00000000000000000000
9,585,systematic_underforecast,1,3.0000000000000000,3.0,0.00000000000000000000,1.00000000000000000000
9,605,systematic_overforecast,1,-0.66666666666666666667,-0.6666666666666666,1.00000000000000000000,0.00000000000000000000
9,999999,mixed_or_stable,15,0.43222222222222222222,0.0,0.33333333333333333333,0.33333333333333333333
10,74,systematic_overforecast,1,-0.50000000000000000000,-0.5,1.00000000000000000000,0.00000000000000000000
10,80,systematic_overforecast,1,-0.85714285714285714286,-0.8571428571428571,1.00000000000000000000,0.00000000000000000000
10,90,systematic_overforecast,1,-0.66666666666666666667,-0.6666666666666666,1.00000000000000000000,0.00000000000000000000
10,100,systematic_underforecast,1,2.5000000000000000,2.5,0.00000000000000000000,1.00000000000000000000
10,300,mixed_or_stable,2,0.25000000000000000000,0.25,0.50000000000000000000,0.50000000000000000000
10,310,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
10,500,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
10,510,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
10,550,systematic_underforecast,1,0.75000000000000000000,0.75,0.00000000000000000000,1.00000000000000000000
10,560,systematic_overforecast,1,-0.75000000000000000000,-0.75,1.00000000000000000000,0.00000000000000000000
10,660,systematic_underforecast,1,0.50000000000000000000,0.5,0.00000000000000000000,1.00000000000000000000
10,999999,mixed_or_stable,13,1.11532356532356532356,0.0,0.46153846153846153846,0.46153846153846153846
11,420,systematic_underforecast,1,1.66666666666666670000,1.6666666666666667,0.00000000000000000000,1.00000000000000000000
11,430,systematic_underforecast,1,0.75000000000000000000,0.75,0.00000000000000000000,1.00000000000000000000
11,450,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
11,620,systematic_overforecast,1,-0.33333333333333333333,-0.3333333333333333,1.00000000000000000000,0.00000000000000000000
11,650,systematic_underforecast,1,0.50000000000000000000,0.5,0.00000000000000000000,1.00000000000000000000
11,999999,mixed_or_stable,15,0.74952380952380952159,0.0,0.40000000000000000000,0.40000000000000000000
12,50,systematic_underforecast,1,0.20000000000000000000,0.2,0.00000000000000000000,1.00000000000000000000
12,100,mixed_or_stable,2,0.83333333333333335000,0.8333333333333334,0.00000000000000000000,0.50000000000000000000
12,440,systematic_overforecast,2,-0.40476190476190476191,-0.40476190476190477,1.00000000000000000000,0.00000000000000000000
12,465,systematic_overforecast,1,-0.33333333333333333333,-0.3333333333333333,1.00000000000000000000,0.00000000000000000000
12,480,systematic_overforecast,2,-0.62500000000000000000,-0.625,1.00000000000000000000,0.00000000000000000000
12,500,systematic_underforecast,1,2.0000000000000000,2.0,0.00000000000000000000,1.00000000000000000000
12,999999,mixed_or_stable,12,0.24140211640211639934,0.0,0.41666666666666666667,0.41666666666666666667
13,35,systematic_underforecast,1,5.0000000000000000,5.0,0.00000000000000000000,1.00000000000000000000
13,80,systematic_underforecast,1,3.0000000000000000,3.0,0.00000000000000000000,1.00000000000000000000
13,90,systematic_underforecast,1,0.66666666666666666667,0.6666666666666666,0.00000000000000000000,1.00000000000000000000
13,450,systematic_underforecast,1,1.00000000000000000000,1.0,0.00000000000000000000,1.00000000000000000000
13,470,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
13,560,systematic_underforecast,1,1.00000000000000000000,1.0,0.00000000000000000000,1.00000000000000000000
13,999999,mixed_or_stable,11,1.33585858585858585859,0.0,0.36363636363636363636,0.36363636363636363636
14,35,systematic_underforecast,1,3.0000000000000000,3.0,0.00000000000000000000,1.00000000000000000000
14,50,systematic_underforecast,1,1.00000000000000000000,1.0,0.00000000000000000000,1.00000000000000000000
14,300,systematic_overforecast,1,-0.50000000000000000000,-0.5,1.00000000000000000000,0.00000000000000000000
14,360,systematic_overforecast,1,-0.66666666666666666667,-0.6666666666666666,1.00000000000000000000,0.00000000000000000000
14,420,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
14,490,mixed_or_stable,2,0.66666666666666666667,0.6666666666666666,0.50000000000000000000,0.50000000000000000000
14,540,systematic_overforecast,1,-0.66666666666666666667,-0.6666666666666666,1.00000000000000000000,0.00000000000000000000
14,560,systematic_underforecast,1,1.66666666666666670000,1.6666666666666667,0.00000000000000000000,1.00000000000000000000
14,999999,mixed_or_stable,13,0.14120879120879120623,0.0,0.38461538461538461538,0.46153846153846153846
15,50,systematic_overforecast,1,-0.80000000000000000000,-0.8,1.00000000000000000000,0.00000000000000000000
15,90,systematic_overforecast,1,-0.50000000000000000000,-0.5,1.00000000000000000000,0.00000000000000000000
15,300,systematic_overforecast,1,-0.33333333333333333333,-0.3333333333333333,1.00000000000000000000,0.00000000000000000000
15,360,mixed_or_stable,2,0.75000000000000000000,0.75,0.50000000000000000000,0.50000000000000000000
15,400,systematic_underforecast,1,4.0000000000000000,4.0,0.00000000000000000000,1.00000000000000000000
15,430,systematic_underforecast,1,1.00000000000000000000,1.0,0.00000000000000000000,1.00000000000000000000
15,480,systematic_overforecast,1,-0.50000000000000000000,-0.5,1.00000000000000000000,0.00000000000000000000
15,540,systematic_overforecast,1,-0.60000000000000000000,-0.6,1.00000000000000000000,0.00000000000000000000
15,560,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
15,630,mixed_or_stable,2,-0.41666666666666666667,-0.4166666666666667,0.50000000000000000000,0.00000000000000000000
15,999999,mixed_or_stable,9,0.46296296296296296296,0.0,0.33333333333333333333,0.33333333333333333333
16,90,systematic_overforecast,1,-0.50000000000000000000,-0.5,1.00000000000000000000,0.00000000000000000000
16,220,systematic_underforecast,1,1.66666666666666670000,1.6666666666666667,0.00000000000000000000,1.00000000000000000000
16,420,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
16,450,mixed_or_stable,3,-0.25000000000000000000,0.0,0.33333333333333333333,0.00000000000000000000
16,480,systematic_overforecast,1,-0.85714285714285714286,-0.8571428571428571,1.00000000000000000000,0.00000000000000000000
16,500,systematic_overforecast,2,-0.55000000000000000000,-0.55,1.00000000000000000000,0.00000000000000000000
16,590,systematic_underforecast,1,2.0000000000000000,2.0,0.00000000000000000000,1.00000000000000000000
16,620,systematic_overforecast,1,-0.44444444444444444444,-0.4444444444444444,1.00000000000000000000,0.00000000000000000000
16,999999,mixed_or_stable,18,0.95143806810473477140,0.0,0.44444444444444444444,0.44444444444444444444
17,180,systematic_underforecast,1,1.00000000000000000000,1.0,0.00000000000000000000,1.00000000000000000000
17,255,systematic_underforecast,1,0.50000000000000000000,0.5,0.00000000000000000000,1.00000000000000000000
17,270,systematic_underforecast,1,0.50000000000000000000,0.5,0.00000000000000000000,1.00000000000000000000
17,360,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
17,380,mixed_or_stable,2,0.07142857142857142857,0.07142857142857151,0.50000000000000000000,0.50000000000000000000
17,470,systematic_overforecast,1,-0.42857142857142857143,-0.42857142857142855,1.00000000000000000000,0.00000000000000000000
17,590,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
17,999999,mixed_or_stable,14,0.78486394557823129252,0.0,0.35714285714285714286,0.42857142857142857143
18,90,systematic_overforecast,1,-0.57142857142857142857,-0.5714285714285714,1.00000000000000000000,0.00000000000000000000
18,290,systematic_overforecast,1,-0.42857142857142857143,-0.42857142857142855,1.00000000000000000000,0.00000000000000000000
18,360,mixed_or_stable,2,1.00000000000000000000,1.0,0.00000000000000000000,0.50000000000000000000
18,370,systematic_underforecast,1,1.66666666666666670000,1.6666666666666667,0.00000000000000000000,1.00000000000000000000
18,420,systematic_underforecast,1,2.0000000000000000,2.0,0.00000000000000000000,1.00000000000000000000
18,605,systematic_overforecast,1,-0.85714285714285714286,-0.8571428571428571,1.00000000000000000000,0.00000000000000000000
18,610,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
18,999999,mixed_or_stable,17,0.44572829131652661064,0.0,0.29411764705882352941,0.35294117647058823529
19,50,systematic_underforecast,1,6.0000000000000000,6.0,0.00000000000000000000,1.00000000000000000000
19,130,mixed_or_stable,2,0.16666666666666666667,0.16666666666666663,0.50000000000000000000,0.50000000000000000000
19,160,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
19,190,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
19,360,mixed_or_stable,2,-0.04285714285714285715,-0.042857142857142844,0.50000000000000000000,0.50000000000000000000
19,420,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
19,470,mixed_or_stable,2,2.50000000000000000000,2.5,0.00000000000000000000,0.50000000000000000000
19,500,systematic_overforecast,1,-0.25000000000000000000,-0.25,1.00000000000000000000,0.00000000000000000000
19,560,systematic_overforecast,1,-0.50000000000000000000,-0.5,1.00000000000000000000,0.00000000000000000000
19,999999,mixed_or_stable,20,0.42982142857142856976,0.0,0.35000000000000000000,0.40000000000000000000
20,60,systematic_underforecast,1,0.50000000000000000000,0.5,0.00000000000000000000,1.00000000000000000000
20,74,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
20,100,systematic_overforecast,1,-0.66666666666666666667,-0.6666666666666666,1.00000000000000000000,0.00000000000000000000
20,240,systematic_overforecast,1,-0.85714285714285714286,-0.8571428571428571,1.00000000000000000000,0.00000000000000000000
20,320,systematic_overforecast,1,-0.66666666666666666667,-0.6666666666666666,1.00000000000000000000,0.00000000000000000000
20,380,mixed_or_stable,2,1.37500000000000000000,1.375,0.50000000000000000000,0.50000000000000000000
20,390,systematic_underforecast,1,1.50000000000000000000,1.5,0.00000000000000000000,1.00000000000000000000
20,400,systematic_underforecast,1,1.50000000000000000000,1.5,0.00000000000000000000,1.00000000000000000000
20,510,systematic_overforecast,1,-0.50000000000000000000,-0.5,1.00000000000000000000,0.00000000000000000000
20,610,mixed_or_stable,2,1.16666666666666665000,1.1666666666666667,0.00000000000000000000,0.50000000000000000000
20,999999,mixed_or_stable,12,1.42675865800865800588,0.25,0.41666666666666666667,0.50000000000000000000
21,430,systematic_overforecast,2,-0.36666666666666666667,-0.3666666666666667,1.00000000000000000000,0.00000000000000000000
21,450,systematic_underforecast,1,0.50000000000000000000,0.5,0.00000000000000000000,1.00000000000000000000
21,465,mixed_or_stable,2,0.58333333333333335000,0.5833333333333335,0.50000000000000000000,0.50000000000000000000
21,510,systematic_overforecast,1,-0.66666666666666666667,-0.6666666666666666,1.00000000000000000000,0.00000000000000000000
21,650,systematic_underforecast,1,7.0000000000000000,7.0,0.00000000000000000000,1.00000000000000000000
21,999999,mixed_or_stable,14,1.63888888888888888889,0.1,0.42857142857142857143,0.50000000000000000000
22,60,systematic_overforecast,1,-0.50000000000000000000,-0.5,1.00000000000000000000,0.00000000000000000000
22,270,systematic_underforecast,1,0.66666666666666666667,0.6666666666666666,0.00000000000000000000,1.00000000000000000000
22,440,systematic_underforecast,2,1.50000000000000000000,1.5,0.00000000000000000000,1.00000000000000000000
22,450,mixed_or_stable,2,0.66666666666666666667,0.6666666666666666,0.50000000000000000000,0.50000000000000000000
22,510,systematic_overforecast,1,-0.28571428571428571429,-0.2857142857142857,1.00000000000000000000,0.00000000000000000000
22,585,systematic_underforecast,1,1.33333333333333330000,1.3333333333333333,0.00000000000000000000,1.00000000000000000000
22,590,systematic_overforecast,1,-0.66666666666666666667,-0.6666666666666666,1.00000000000000000000,0.00000000000000000000
22,999999,mixed_or_stable,12,0.06944444444444444445,0.0,0.33333333333333333333,0.33333333333333333333
23,100,mixed_or_stable,2,-0.44444444444444444445,-0.4444444444444444,0.50000000000000000000,0.00000000000000000000
23,320,systematic_underforecast,1,1.00000000000000000000,1.0,0.00000000000000000000,1.00000000000000000000
23,360,systematic_overforecast,1,-0.66666666666666666667,-0.6666666666666666,1.00000000000000000000,0.00000000000000000000
23,390,systematic_underforecast,1,2.0000000000000000,2.0,0.00000000000000000000,1.00000000000000000000
23,440,systematic_underforecast,1,7.0000000000000000,7.0,0.00000000000000000000,1.00000000000000000000
23,470,systematic_overforecast,1,-0.66666666666666666667,-0.6666666666666666,1.00000000000000000000,0.00000000000000000000
23,480,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
23,490,systematic_underforecast,1,2.0000000000000000,2.0,0.00000000000000000000,1.00000000000000000000
23,530,systematic_overforecast,1,-0.50000000000000000000,-0.5,1.00000000000000000000,0.00000000000000000000
23,540,systematic_underforecast,2,2.58333333333333333334,2.583333333333333,0.00000000000000000000,1.00000000000000000000
23,560,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
23,585,systematic_underforecast,1,1.00000000000000000000,1.0,0.00000000000000000000,1.00000000000000000000
23,650,systematic_overforecast,1,-0.75000000000000000000,-0.75,1.00000000000000000000,0.00000000000000000000
23,999999,mixed_or_stable,8,0.93125000000000000000,-0.024999999999999994,0.50000000000000000000,0.50000000000000000000
24,72,systematic_overforecast,1,-0.85714285714285714286,-0.8571428571428571,1.00000000000000000000,0.00000000000000000000
24,220,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
24,560,systematic_overforecast,1,-0.87500000000000000000,-0.875,1.00000000000000000000,0.00000000000000000000
24,605,systematic_overforecast,1,-0.66666666666666666667,-0.6666666666666666,1.00000000000000000000,0.00000000000000000000
24,650,mixed_or_stable,2,1.62500000000000000000,1.625,0.50000000000000000000,0.50000000000000000000
24,670,mixed_or_stable,2,1.25000000000000000000,1.25,0.50000000000000000000,0.50000000000000000000
24,999999,mixed_or_stable,15,0.60211640211640211640,0.0,0.20000000000000000000,0.33333333333333333333
25,90,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
25,430,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
25,440,systematic_underforecast,1,0.50000000000000000000,0.5,0.00000000000000000000,1.00000000000000000000
25,470,systematic_overforecast,1,-0.85714285714285714286,-0.8571428571428571,1.00000000000000000000,0.00000000000000000000
25,540,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
25,570,systematic_overforecast,1,-0.60000000000000000000,-0.6,1.00000000000000000000,0.00000000000000000000
25,590,systematic_underforecast,1,7.0000000000000000,7.0,0.00000000000000000000,1.00000000000000000000
25,610,mixed_or_stable,2,-0.16666666666666666667,-0.16666666666666666,0.50000000000000000000,0.00000000000000000000
25,999999,mixed_or_stable,11,1.22121212121212121212,0.25,0.45454545454545454545,0.54545454545454545455
26,74,systematic_underforecast,1,2.0000000000000000,2.0,0.00000000000000000000,1.00000000000000000000
26,380,systematic_underforecast,1,1.00000000000000000000,1.0,0.00000000000000000000,1.00000000000000000000
26,510,systematic_underforecast,1,0.50000000000000000000,0.5,0.00000000000000000000,1.00000000000000000000
26,540,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
26,570,systematic_underforecast,1,1.00000000000000000000,1.0,0.00000000000000000000,1.00000000000000000000
26,660,systematic_overforecast,1,-0.50000000000000000000,-0.5,1.00000000000000000000,0.00000000000000000000
26,670,systematic_overforecast,1,-0.85714285714285714286,-0.8571428571428571,1.00000000000000000000,0.00000000000000000000
26,999999,mixed_or_stable,18,0.86364838864838864839,0.125,0.33333333333333333333,0.50000000000000000000
27,50,systematic_underforecast,1,4.0000000000000000,4.0,0.00000000000000000000,1.00000000000000000000
27,255,systematic_underforecast,2,1.50000000000000000000,1.5,0.00000000000000000000,1.00000000000000000000
27,550,mixed_or_stable,2,0.13333333333333333334,0.1333333333333333,0.50000000000000000000,0.50000000000000000000
27,570,systematic_overforecast,2,-0.55000000000000000000,-0.55,1.00000000000000000000,0.00000000000000000000
27,999999,mixed_or_stable,11,1.10151515151515151515,0.0,0.36363636363636363636,0.45454545454545454545
28,100,systematic_overforecast,1,-0.77777777777777777778,-0.7777777777777778,1.00000000000000000000,0.00000000000000000000
28,200,systematic_overforecast,1,-0.50000000000000000000,-0.5,1.00000000000000000000,0.00000000000000000000
28,430,systematic_overforecast,1,-0.75000000000000000000,-0.75,1.00000000000000000000,0.00000000000000000000
28,450,systematic_underforecast,1,1.00000000000000000000,1.0,0.00000000000000000000,1.00000000000000000000
28,560,systematic_underforecast,1,1.00000000000000000000,1.0,0.00000000000000000000,1.00000000000000000000
28,670,systematic_overforecast,1,-0.71428571428571428571,-0.7142857142857143,1.00000000000000000000,0.00000000000000000000
28,999999,mixed_or_stable,13,0.40000000000000000256,0.0,0.23076923076923076923,0.46153846153846153846
29,50,systematic_underforecast,1,0.50000000000000000000,0.5,0.00000000000000000000,1.00000000000000000000
29,74,systematic_underforecast,1,5.0000000000000000,5.0,0.00000000000000000000,1.00000000000000000000
29,80,systematic_overforecast,1,-0.50000000000000000000,-0.5,1.00000000000000000000,0.00000000000000000000
29,130,systematic_overforecast,1,-0.66666666666666666667,-0.6666666666666666,1.00000000000000000000,0.00000000000000000000
29,220,mixed_or_stable,2,0.70833333333333335000,0.7083333333333334,0.50000000000000000000,0.50000000000000000000
29,470,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
29,490,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
29,500,systematic_overforecast,1,-0.40000000000000000000,-0.4,1.00000000000000000000,0.00000000000000000000
29,510,systematic_overforecast,1,-0.50000000000000000000,-0.5,1.00000000000000000000,0.00000000000000000000
29,605,systematic_underforecast,1,0.50000000000000000000,0.5,0.00000000000000000000,1.00000000000000000000
29,999999,mixed_or_stable,14,0.26428571428571428333,0.0,0.35714285714285714286,0.42857142857142857143
30,320,systematic_overforecast,1,-0.83333333333333333333,-0.8333333333333334,1.00000000000000000000,0.00000000000000000000
30,430,systematic_overforecast,1,-0.50000000000000000000,-0.5,1.00000000000000000000,0.00000000000000000000
30,570,systematic_overforecast,1,-0.66666666666666666667,-0.6666666666666666,1.00000000000000000000,0.00000000000000000000
30,999999,mixed_or_stable,12,0.44097222222222222222,0.0,0.33333333333333333333,0.41666666666666666667
31,100,systematic_underforecast,1,1.00000000000000000000,1.0,0.00000000000000000000,1.00000000000000000000
31,420,mixed_or_stable,1,0.00000000000000000000,0.0,0.00000000000000000000,0.00000000000000000000
31,440,systematic_overforecast,1,-0.80000000000000000000,-0.8,1.00000000000000000000,0.00000000000000000000
31,470,systematic_underforecast,1,1.00000000000000000000,1.0,0.00000000000000000000,1.00000000000000000000
31,540,systematic_overforecast,1,-0.70000000000000000000,-0.7,1.00000000000000000000,0.00000000000000000000
31,620,systematic_underforecast,1,1.00000000000000000000,1.0,0.00000000000000000000,1.00000000000000000000
31,999999,mixed_or_stable,15,0.06375661375661375661,0.0,0.46666666666666666667,0.40000000000000000000
32,74,systematic_overforecast,1,-0.25000000000000000000,-0.25,1.00000000000000000000,0.00000000000000000000
32,420,systematic_overforecast,2,-0.64583333333333333334,-0.6458333333333333,1.00000000000000000000,0.00000000000000000000
32,560,systematic_overforecast,1,-0.33333333333333333333,-0.3333333333333333,1.00000000000000000000,0.00000000000000000000
32,620,systematic_overforecast,1,-0.66666666666666666667,-0.6666666666666666,1.00000000000000000000,0.00000000000000000000
32,999999,mixed_or_stable,13,0.75805860805860805861,0.0,0.46153846153846153846,0.46153846153846153846
